Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2020,ATL @ CAR,8,Thu,8:20PM,-4.9%,1.5,8,9.5,1.3999999999999995,-1.92,-0.41999999999999993,9.92,Too Close To Call,0,,-1
2020,DAL @ PHI,8,Sun,8:20PM,-17.0%,9.5,-14,-4.5,-10.2,-4.44,5.06,-9.559999999999999,Unreliable Prediction Due To QB Injury,0,,-1
2020,IND @ DET,8,Sun,1:00PM,14.9%,-2.5,20,17.5,12.4,0.52,-1.98,19.48,"[[30.0, 1.0], [-2.5, -31.0]]",1,DET,-1
2020,LAC @ DEN,8,Sun,4:05PM,-2.4%,-3.0,-1,-4.0,13.4,0.74,-2.26,-1.74,"[[30.0, 1.0], [-2.5, -31.5]]",1,DEN,1
2020,LAR @ MIA,8,Sun,1:00PM,13.3%,-3.5,-11,-14.5,20.0,2.23,-1.27,-13.23,Too Close To Call,0,,1
2020,LV @ CLE,8,Sun,1:00PM,-6.9%,2.5,10,12.5,0.2999999999999998,-2.16,0.33999999999999986,12.16,Too Close To Call,0,,1
2020,MIN @ GB,8,Sun,1:00PM,-1.8%,6.0,6,12.0,-9.700000000000001,-4.34,1.6600000000000001,10.34,"[[35.0, 6.0], [2.5, -26.5]]",1,MIN,1
2020,NE @ BUF,8,Sun,1:00PM,-10.0%,4.0,-3,1.0,-13.9,-5.24,-1.2400000000000002,2.24,Too Close To Call,0,,-1
2020,NO @ CHI,8,Sun,4:25PM,18.5%,-4.5,3,-1.5,20.7,2.39,-2.11,0.6099999999999999,"[[28.5, -0.5], [-4.0, -33.0]]",1,CHI,1
2020,NYJ @ KC,8,Sun,1:00PM,-28.2%,19.5,-26,-6.5,-51.8,-13.09,6.41,-12.91,"[[44.0, 15.0], [11.5, -17.5]]",1,NYJ,-1
2020,PIT @ BAL,8,Sun,1:00PM,17.1%,4.0,4,8.0,-5.099999999999998,-3.34,0.6600000000000001,7.34,Too Close To Call,0,,1
2020,SF @ SEA,8,Sun,4:25PM,12.1%,3.0,-10,-7.0,-0.3000000000000007,-2.29,0.71,-7.71,Too Close To Call,0,,-1
2020,TB @ NYG,8,Mon,8:15PM,27.2%,-12.0,2,-10.0,43.0,7.51,-4.49,-5.51,"[[23.0, -6.0], [-9.5, -38.0]]",1,NYG,1
2020,TEN @ CIN,8,Sun,1:00PM,8.1%,-5.5,-11,-16.5,27.700000000000003,3.98,-1.52,-14.98,"[[26.5, -2.0], [-5.5, -34.5]]",1,CIN,1
